go,黄立行,,,,,,,,,,,,,,,
ICU,张根硕,,,,,,,,,,,,,,,
uuu,潘玮柏,,,,,,,,,,,,,,,
乱,香香,,,,,,,,,,,,,,,
伤,张玮,,,,,,,,,,,,,,,
伤,"项亚蕻,羽泉",,,,,,,,,,,,,,,
听,张杰,,,,,,,,,,,,,,,
她,"马上又,杨坤",,,,,,,,,,,,,,,
她,"王思远,周华健",,,,,,,,,,,,,,,
暖,"伦永亮,林忆莲",,,,,,,,,,,,,,,
梦,任家萱,,,,,,,,,,,,,,,
烧,吉杰,,,,,,,,,,,,,,,
爱,"胡海泉,陈羽凡,苏有朋",,,,,,,,,,,,,,,
狼,"侯磊,齐秦",,,,,,,,,,,,,,,
狼,"齐秦,韩红",,,,,,,,,,,,,,,
狼,"胡海泉,徐林",,,,,,,,,,,,,,,
红,周华健,,,,,,,,,,,,,,,
罪,佛跳墙,,,,,,,,,,,,,,,
茧,赵浴辰,,,,,,,,,,,,,,,
藏,陈翔,,,,,,,,,,,,,,,
衬,张敬轩,,,,,,,,,,,,,,,
诺,"李炜,杨洋",,,,,,,,,,,,,,,
谜,陈坤,,,,,,,,,,,,,,,
歌曲名,表演者,,,,,,,,,,,,,,,
辞,范冰冰,,,,,,,,,,,,,,,
野,江映蓉,,,,,,,,,,,,,,,
门,曹方,,,,,,,,,,,,,,,
Baby,丁丁/黄一,,,,,,,,,,,,,,,
Bond,"HA:TFELT,Beenzino",,,,,,,,,,,,,,,
I DO,彭坦,,,,,,,,,,,,,,,
John,梁心颐,,,,,,,,,,,,,,,
Love,Hebe,,,,,,,,,,,,,,,
Mako,Priscilla Ahn,,,,,,,,,,,,,,,
Mine,2PM,,,,,,,,,,,,,,,
Star,15＆,,,,,,,,,,,,,,,
Stay,James,,,,,,,,,,,,,,,
Stay,少女时代-太蒂徐,,,,,,,,,,,,,,,
Taxi,"李珉宇,Eric",,,,,,,,,,,,,,,
Trap,"Henry,KyuHyun,TAEMIN",,,,,,,,,,,,,,,
easy,彭坦,,,,,,,,,,,,,,,
i am,林俊杰,,,,,,,,,,,,,,,
love,徐佳莹,,,,,,,,,,,,,,,
11:11,Illionaire Records,,,,,,,,,,,,,,,
Do It,"Pitbull,Mayer Hawthorne",,,,,,,,,,,,,,,
Hello,GOT7,,,,,,,,,,,,,,,
Intro,Toheart(WooHyun&Key),,,,,,,,,,,,,,,
OCEAN,"彭坦,春晓",,,,,,,,,,,,,,,
Sugar,15＆,,,,,,,,,,,,,,,
Truth,HA:TFELT,,,,,,,,,,,,,,,
Uh-ee,Crayon Pop,,,,,,,,,,,,,,,
do it,吴建豪,,,,,,,,,,,,,,,
180度,孙燕姿,,,,,,,,,,,,,,,
Fxxk U,"佳仁,Bumkey",,,,,,,,,,,,,,,
Get Up,阿肆,,,,,,,,,,,,,,,
Holler,少女时代-太蒂徐,,,,,,,,,,,,,,,
Lonely,孝琳(Sistar),,,,,,,,,,,,,,,
Moment,李昶F,,,,,,,,,,,,,,,
Mr.Chu,Apink,,,,,,,,,,,,,,,
Only U,少女时代-太蒂徐,,,,,,,,,,,,,,,
Rumors,Chau Pak Ho,,,,,,,,,,,,,,,
Timber,"Pitbull,Ke$ha",,,,,,,,,,,,,,,
doremi,郑秀文,,,,,,,,,,,,,,,
from u,super junior,,,,,,,,,,,,,,,
loveu2,陈伟霆,,,,,,,,,,,,,,,
一半,丁当,,,,,,,,,,,,,,,
一起,范晓萱,,,,,,,,,,,,,,,
七天,卢广仲,,,,,,,,,,,,,,,
不停,王啸坤,,,,,,,,,,,,,,,
不停,"梁晓雪,徐曼",,,,,,,,,,,,,,,
不朽,华晨宇,,,,,,,,,,,,,,,
不痛,樊凡,,,,,,,,,,,,,,,
不良,徐良,,,,,,,,,,,,,,,
不败,"吴建豪,2pm俊昊",,,,,,,,,,,,,,,
丝路,"陈楚生,阿兰",,,,,,,,,,,,,,,
两双,"谢安琪,吉克隽逸",,,,,,,,,,,,,,,
习惯,李慧珍,,,,,,,,,,,,,,,
争气,吉克隽逸,,,,,,,,,,,,,,,
人办,刘德华,,,,,,,,,,,,,,,
伙伴,群星,,,,,,,,,,,,,,,
传奇,孙楠,,,,,,,,,,,,,,,
伤痕,"范玮琪,胡维纳",,,,,,,,,,,,,,,
低嗨,张靓颖,,,,,,,,,,,,,,,
佛说,何晟铭,,,,,,,,,,,,,,,
倔强,Star4,,,,,,,,,,,,,,,
倔强,"肖懿航,耀乐团",,,,,,,,,,,,,,,
候鸟,尚雯婕,,,,,,,,,,,,,,,
倾世,霍建华,,,,,,,,,,,,,,,
傻笑,周杰伦,,,,,  /    袁咏琳,,,,,,,,,,
克蒙,王睿,,,,,,,,,,,,,,,
入戏,李宇春,,,,,,,,,,,,,,,
几点,陈冠希,,,,,  /    Mc Hotdog,,,,,  /    李璨琛,,,,,  /   
出发,纵贯线,,,,,,,,,,,,,,,
前传,林子祥,,,,,,,,,,,,,,,
匆匆,大学生播客,,,,,,,,,,,,,,,
医生,许嵩,,,,,,,,,,,,,,,
十年,刘若英,,,,,,,,,,,,,,,
半梦,金得哲,,,,,,,,,,,,,,,
卸妆,曾轶可,,,,,,,,,,,,,,,
厚爱,梁咏琪,,,,,,,,,,,,,,,
原来,信乐团,,,,,,,,,,,,,,,
听海,"肖洒,乔维怡",,,,,,,,,,,,,,,
味道,侯磊,,,,,,,,,,,,,,,
唱片,王啸坤,,,,,,,,,,,,,,,
囚鸟,田馥甄,,,,,,,,,,,,,,,
四季,"庞龙,吴碧霞",,,,,,,,,,,,,,,
回应,陈翔,,,,,,,,,,,,,,,
地心,汪峰,,,,,,,,,,,,,,,
坑爹,高维那,,,,,,,,,,,,,,,
坦白,RubberBand,,,,,,,,,,,,,,,
城市,张悬,,,,,,,,,,,,,,,
声音,"李代沫,费玉清",,,,,,,,,,,,,,,
多少,蔡健雅,,,,,,,,,,,,,,,
夜车,曾轶可,,,,,,,,,,,,,,,
大胆,张靓颖,,,,,,,,,,,,,,,
天台,"周杰伦,柯有伦,徐帆",,,,,,,,,,,,,,,
天命,"权振东,刘振宇",,,,,,,,,,,,,,,
天晴,曲泉丞,,,,,,,,,,,,,,,
天机,"阿信,魔幻力量",,,,,,,,,,,,,,,
天机,阿信/魔幻力量,,,,,,,,,,,,,,,
天空,"HAYA乐团,孙伯纶",,,,,,,,,,,,,,,
奇迹,江映蓉,,,,,,,,,,,,,,,
她们,陈楚生,,,,,,,,,,,,,,,
嫁妆,木江子组合,,,,,,,,,,,,,,,
宁夏,郁可唯,,,,,,,,,,,,,,,
守约,周蕙,,,,,,,,,,,,,,,
客梦,"周华健,张大春",,,,,,,,,,,,,,,
屋顶,"陶,关诗敏",,,,,,,,,,,,,,,
屋顶,"范玮琪,李建辉",,,,,,,,,,,,,,,
山河,韩磊,,,,,,,,,,,,,,,
序幕,李宇春,,,,,,,,,,,,,,,
当你,林俊杰,,,,,,,,,,,,,,,
当时,张信哲,,,,,,,,,,,,,,,
征服,那英/梁博/张玮/多亮/张赫宣,,,,,,,,,,,,,,,
征程,王啸坤,,,,,,,,,,,,,,,
微光,华晨宇,,,,,,,,,,,,,,,
微微,郭顶,,,,,,,,,,,,,,,
心情,"陈晓,赵丽颖",,,,,,,,,,,,,,,
心经,陈坤,,,,,,,,,,,,,,,
忘了,何洁,,,,,,,,,,,,,,,
恶人,孙子涵,,,,,  /    Xun,,,,,,,,,,
情圣,孙子涵/常定晨,,,,,,,,,,,,,,,
情圣,孙子涵,,,,,  /    常定晨,,,,,,,,,,
情敌,张津涤,,,,,,,,,,,,,,,
情话,徐良,,,,,,,,,,,,,,,
想念,陈楚生,,,,,,,,,,,,,,,
感应,纵贯线,,,,,,,,,,,,,,,
慈愿,韩红,,,,,,,,,,,,,,,
我们,羽泉,,,,,,,,,,,,,,,
我们,黑豹乐队,,,,,,,,,,,,,,,
我俩,"藤井美菜,李弘基",,,,,,,,,,,,,,,
打呼,"潘玮柏,杨丞琳",,,,,,,,,,,,,,,
指望,徐岑子,,,,,,,,,,,,,,,
故乡,旭日阳刚王旭,,,,,,,,,,,,,,,
故乡,帕尔哈提;王卓,,,,,,,,,,,,,,,
旅客,牛奶咖啡,,,,,,,,,,,,,,,
旅途,孙楠,,,,,,,,,,,,,,,
旅途,刘力扬,,,,,,,,,,,,,,,
无泪,袁姗姗/韩栋,,,,,,,,,,,,,,,
无泪,袁姗姗    /    韩栋,,,,,,,,,,,,,,,
无言,"张赫宣,卓义峰",,,,,,,,,,,,,,,
无言,张赫宣/卓义峰,,,,,,,,,,,,,,,
无限,陈柏宇,,,,,,,,,,,,,,,
星空,"刘雨欣,刘羽琦,杜沁怡,徐立",,,,,,,,,,,,,,,
春泥,张芸京,,,,,,,,,,,,,,,
是否,邓紫棋,,,,,,,,,,,,,,,
暴走,"王栎鑫,张杰",,,,,,,,,,,,,,,
曙光,娃娃,,,,,,,,,,,,,,,
最美,"陈羽凡,胡海泉",,,,,,,,,,,,,,,
月光,魏晨,,,,,,,,,,,,,,,
未来,魏晨,,,,,,,,,,,,,,,
枷锁,黑豹乐队,,,,,,,,,,,,,,,
桐花,钟欣桐,,,,,,,,,,,,,,,
梦想,周楚霏,,,,,,,,,,,,,,,
梦田,"齐秦,齐豫",,,,,,,,,,,,,,,
武装,江映蓉,,,,,,,,,,,,,,,
残爱,徐佳莹,,,,,,,,,,,,,,,
残缺,李炜,,,,,,,,,,,,,,,
民生,成龙,,,,,,,,,,,,,,,
民生,豆豆,,,,,,,,,,,,,,,
民生,成龙+刘媛媛,,,,,,,,,,,,,,,
沉淀,李霄云,,,,,,,,,,,,,,,
沐阳,演员王洋,,,,,,,,,,,,,,,
沐阳,王洋(演员),,,,,,,,,,,,,,,
沙滩,"范玮琪,曾静玟",,,,,,,,,,,,,,,
没收,戚薇,,,,,,,,,,,,,,,
沦陷,信,,,,,,,,,,,,,,,
泡沫,邓紫棋,,,,,,,,,,,,,,,
泡沫,G.E.M.邓紫棋,,,,,,,,,,,,,,,
波爷,"周杰伦,曾志伟,麦A玮,雪糕,袁咏琳",,,,,,,,,,,,,,,
泪河,希亚zya,,,,,,,,,,,,,,,
泼墨,"周华健,张大春",,,,,,,,,,,,,,,
洁癖,"严爵,五月天",,,,,,,,,,,,,,,
流恋,"吴奇隆,严艺丹",,,,,,,,,,,,,,,
流恋,吴奇隆/严艺丹,,,,,,,,,,,,,,,
清唱,塔斯肯,,,,,,,,,,,,,,,
清水,光良,,,,,,,,,,,,,,,
滚吧,莫龙丹,,,,,,,,,,,,,,,
满满,王铮亮/梁文音,,,,,,,,,,,,,,,
漂流,张恒远,,,,,,,,,,,,,,,
灯塔,彭坦,,,,,,,,,,,,,,,
烟火,陈翔,,,,,,,,,,,,,,,
烟火,黎明,,,,,,,,,,,,,,,
热浪,"姚旭之,罗熙杰",,,,,,,,,,,,,,,
爱上,小宇,,,,,,,,,,,,,,,
爱你,柯有伦,,,,,,,,,,,,,,,
爱吧,崔天琪,,,,,,,,,,,,,,,
爱情,田馥甄,,,,,,,,,,,,,,,
爱爱,王啸坤,,,,,,,,,,,,,,,
爱神,"钟汉良,胡杨林",,,,,,,,,,,,,,,
爱过,安以轩,,,,,,,,,,,,,,,
爱过,安以轩+陈楚生,,,,,,,,,,,,,,,
牵手,"丁泽强,徐林",,,,,,,,,,,,,,,
珍爱,rain,,,,,,,,,,,,,,,
理想,赵雷,,,,,,,,,,,,,,,
画壁,"孙俪,邓超",,,,,,,,,,,,,,,
画沙,周杰伦/袁咏琳,,,,,,,,,,,,,,,
画面,"梁晓雪,牛奶咖啡",,,,,,,,,,,,,,,
痛快,孙楠,,,,,,,,,,,,,,,
痴梦,黄英,,,,,,,,,,,,,,,
盲爱,"刘德华,郑秀文",,,,,,,,,,,,,,,
直觉,梁静茹,,,,,,,,,,,,,,,
瞬间,孙悦,,,,,,,,,,,,,,,
短发,"范玮琪,胡维纳",,,,,,,,,,,,,,,
禁区,迪克牛仔,,,,,,,,,,,,,,,
秋蝉,"毛宁,麦子杰",,,,,,,,,,,,,,,
秘境,木江子组合,,,,,,,,,,,,,,,
空房,杨坤,,,,,,,,,,,,,,,
童年,黑豹乐队,,,,,,,,,,,,,,,
等待,"侯磊,朱国武",,,,,,,,,,,,,,,
答案,"杨坤,郭采洁",,,,,,,,,,,,,,,
答案,"郭采洁,杨坤",,,,,,,,,,,,,,,
经过,"何洁,陈楚生",,,,,,,,,,,,,,,
结果,郑秀文,,,,,,,,,,,,,,,
给爱,"周艳泓,林依轮",,,,,,,,,,,,,,,
绿动,陈楚生,,,,,,,,,,,,,,,
缘来,"王铮亮,潘辰",,,,,,,,,,,,,,,
美人,李玉刚,,,,,,,,,,,,,,,
美景,电影原声,,,,,,,,,,,,,,,
翅膀,林依晨,,,,,,,,,,,,,,,
胡闹,吴克群,,,,,,,,,,,,,,,
艳遇,"李泉,李昕芸",,,,,,,,,,,,,,,
花沙,游鸿明,,,,,,,,,,,,,,,
荣光,叶世荣,,,,,,,,,,,,,,,
虐心,"徐良,孙羽幽",,,,,,,,,,,,,,,
虐心,徐良,,,,,  /    孙羽幽,,,,,,,,,,
觉醒,赵薇,,,,,,,,,,,,,,,
记忆,方力申,,,,,,,,,,,,,,,
许愿,武艺,,,,,,,,,,,,,,,
误会,飞轮海,,,,,,,,,,,,,,,
趁我,信,,,,,,,,,,,,,,,
趁早,"许诺,包文熙",,,,,,,,,,,,,,,
超错,陈奕迅,,,,,,,,,,,,,,,
追寻,孙楠,,,,,,,,,,,,,,,
逆流,黄耀明,,,,,,,,,,,,,,,
遇见,谭维维,,,,,,,,,,,,,,,
邂逅,"徐良,杨洋",,,,,,,,,,,,,,,
配角,sara,,,,,,,,,,,,,,,
酒歌,木江子组合,,,,,,,,,,,,,,,
醒了,戴爱玲,,,,,,,,,,,,,,,
铃铃,"萧敬腾,范玮琪",,,,,,,,,,,,,,,
长椅,刘若英,,,,,,,,,,,,,,,
阴谋,高世章,,,,,,,,,,,,,,,
阿福,陈楚生,,,,,,,,,,,,,,,
雪人,季忠平,,,,,,,,,,,,,,,
零度,张敬轩,,,,,,,,,,,,,,,
青葱,何韵诗,,,,,,,,,,,,,,,
青蛇,子雷,,,,,,,,,,,,,,,
青蛇,墨明棋妙,,,,,,,,,,,,,,,
面具,Star4,,,,,,,,,,,,,,,
风光,尚雯婕,,,,,,,,,,,,,,,
风景,曾轶可,,,,,,,,,,,,,,,
风象,钟欣桐,,,,,,,,,,,,,,,
飞舞,"信乐团,王冰洋",,,,,,,,,,,,,,,
鸿雁,云杰/布仁巴雅尔,,,,,,,,,,,,,,,
龙文,陈奕迅,,,,,,,,,,,,,,,
？？,Eru,,,,,,,,,,,,,,,
？？,？？,,,,,,,,,,,,,,,
？？,Crayon Pop,,,,,,,,,,,,,,,
？？,孝琳(Sistar),,,,,,,,,,,,,,,
？？,"Eric Nam,？？ - Infinite",,,,,,,,,,,,,,,
GOOD爱,欧弟,,,,,,,,,,,,,,,
Heritor,韩国原声带,,,,,,,,,,,,,,,
I Swear,"萧敬腾,B51造音乐团",,,,,,,,,,,,,,,
Joa Yo!,AOA,,,,,,,,,,,,,,,
My Life,50 Cent/Eminem/Adam Levine,,,,,,,,,,,,,,,
Opening,华语群星,,,,,,,,,,,,,,,
Rise…,东方神起,,,,,,,,,,,,,,,
Running,陈冠希,,,,,,,,,,,,,,,
X-Party,MIC,,,,,,,,,,,,,,,
twinkle,少女时代-太蒂徐,,,,,,,,,,,,,,,
画心2,张靓颖,,,,,,,,,,,,,,,
18 Years,"苏志燮,启明星",,,,,,,,,,,,,,,
Bad Girl,"Marilyn Manson,Avril Lavigne",,,,,,,,,,,,,,,
Birthday,Selena Gomez & The Scene,,,,,,,,,,,,,,,
Fireball,"Pitbull,John Ryan",,,,,,,,,,,,,,,
Hangover,"Psy,Snoop Dogg",,,,,,,,,,,,,,,
La La La,"Shakira,Carlinhos Brown",,,,,,,,,,,,,,,
Love You,金宇宙,,,,,,,,,,,,,,,
No Limit,李珉宇,,,,,,,,,,,,,,,
Only One,宝儿,,,,,,,,,,,,,,,
The Star,EXO,,,,,,,,,,,,,,,
With You,"周笔畅,Epik High",,,,,,,,,,,,,,,
love u 2,陈伟霆,,,,,,,,,,,,,,,
marry me,金贤重,,,,,,,,,,,,,,,
爱 2013,杨谨,,,,,,,,,,,,,,,
Apologize,James,,,,,,,,,,,,,,,
Beautiful,Sweet Sorrow,,,,,,,,,,,,,,,
Delicious,Toheart(WooHyun&Key),,,,,,,,,,,,,,,
Follow Me,陈雨霈,,,,,,,,,,,,,,,
Gentleman,"戴爱玲,Victor Lau",,,,,,,,,,,,,,,
God Storm,纯音乐,,,,,,,,,,,,,,,
Iron Girl,"HA:TFELT,惠林 (Wonder Girls)",,,,,,,,,,,,,,,
Let It Go,"Various Artists,Marsha Milan Londoh,Willemijn Verk",,,,,,,,,,,,,,,
Let It Go,"Marsha Milan Londoh,Willemijn Verkaik,Nadezhda Pan",,,,,,,,,,,,,,,
Love Life,周杰伦,,,,,,,,,,,,,,,
One Woman,张靓颖,,,,,,,,,,,,,,,
Porn Star,海龟先生,,,,,,,,,,,,,,,
Rather Be,"Jess Glynne,Clean Bandit",,,,,,,,,,,,,,,
Rebellion,"Linkin Park,Daron Malakian ",,,,,,,,,,,,,,,
Slow Down,Selena Gomez & The Scene,,,,,,,,,,,,,,,
Super Boy,金志文,,,,,,,,,,,,,,,
That High,"Pitbull,Kelly Rowland",,,,,,,,,,,,,,,
This game,木このみ,,,,,,,,,,,,,,,
Tico Tico,"Bebel Gilberto,朗朗",,,,,,,,,,,,,,,
Unlove Me,Leona Lewis,,,,,,,,,,,,,,,
slip away,刘德华,,,,,,,,,,,,,,,
一个人,"黄铃凯,吴青峰",,,,,,,,,,,,,,,
一剪梅,"胡彦斌,黄小琥",,,,,,,,,,,,,,,
一开始,刘心,,,,,,,,,,,,,,,
七字绝,孟文豪,,,,,,,,,,,,,,,
万物生,AK人声,,,,,,,,,,,,,,,
三脚歌,木江子组合,,,,,,,,,,,,,,,
三角心,李玟,,,,,,,,,,,,,,,
下雨天,武艺,,,,,,,,,,,,,,,
两生关,谢安琪,,,,,,,,,,,,,,,
为了爱,"刘庭羽,陆昱霖",,,,,,,,,,,,,,,
人人爱,陈奕迅,,,,,,,,,,,,,,,
他的猫,"徐良,杨曦",,,,,,,,,,,,,,,
会不会,杨坤,,,,,,,,,,,,,,,
你懂得,小沈阳/沈春阳,,,,,,,,,,,,,,,
你懂的,"金莎,后弦",,,,,,,,,,,,,,,
你懂的,"李贵府,乐乐",,,,,,,,,,,,,,,
倾听我,林心如,,,,,,,,,,,,,,,
假动作,房祖名,,,,,,,,,,,,,,,
偏执面,"张惠妹,蛋堡",,,,,,,,,,,,,,,
动物园,马飞,,,,,,,,,,,,,,,
勇敢爱,阮经天,,,,,,,,,,,,,,,
十三点,容祖儿,,,,,,,,,,,,,,,
千百度,许嵩,,,,,,,,,,,,,,,
卷珠帘,"霍尊,费玉清",,,,,,,,,,,,,,,
厚脸皮,ella陈嘉桦,,,,,,,,,,,,,,,
后 (？),J-Min,,,,,,,,,,,,,,,
吵架歌,"汪苏泷,Hari",,,,,,,,,,,,,,,
哈你歌,"庾澄庆,徐熙娣",,,,,,,,,,,,,,,
喜欢你,G.E.M.邓紫棋,,,,,,,,,,,,,,,
噢买尬,李晟,,,,,,,,,,,,,,,
回娘家,中国娃娃,,,,,,,,,,,,,,,
在一起,"钟欣桐,胡彦斌",,,,,,,,,,,,,,,
坏女孩,ella陈嘉桦,,,,,,,,,,,,,,,
夜了天,木江子组合,,,,,,,,,,,,,,,
夜玫瑰,尚雯婕,,,,,,,,,,,,,,,
大太阳,黄英,,,,,,,,,,,,,,,
大导演,赵薇,,,,,,,,,,,,,,,
天空下,范玮琪,,,,,,,,,,,,,,,
太疯癫,刘恺威,,,,,,,,,,,,,,,
套马杆,"乌兰图雅,乌日娜",,,,,,,,,,,,,,,
女人帮,江映蓉,,,,,,,,,,,,,,,
女儿情,芙蓉姐姐,,,,,,,,,,,,,,,
女儿雄,梁咏琪,,,,,,,,,,,,,,,
好时光,"霍建华,丁当",,,,,,,,,,,,,,,
好男儿,小沈阳,,,,,,,,,,,,,,,
孤儿泪,刘德华,,,,,,,,,,,,,,,
小妹妹,黄英,,,,,,,,,,,,,,,
小情歌,多亮/周笔畅,,,,,,,,,,,,,,,
小白脸,谢容儿/侯皓中,,,,,,,,,,,,,,,
带着爱,苏有朋,,,,,,,,,,,,,,,
幸运星,牛奶咖啡,,,,,,,,,,,,,,,
幽兰操,王菲,,,,,,,,,,,,,,,
幽默感,范晓萱,,,,,,,,,,,,,,,
开笼雀,王菀之,,,,,,,,,,,,,,,
开门红,"霍尊,艾菲",,,,,,,,,,,,,,,
很安静,飞轮海,,,,,,,,,,,,,,,
微情歌,孙子涵,,,,,  /    李潇潇,,,,,,,,,,
忘情水,"胡海泉,田斯斯",,,,,,,,,,,,,,,
快乐送,"吴莫愁,庾澄庆,艾菲,黄晓明",,,,,,,,,,,,,,,
想你啦,"龙梅子,冷漠",,,,,,,,,,,,,,,
想归想,欧弟,,,,,,,,,,,,,,,
想念式,苏醒,,,,,,,,,,,,,,,
我以为,王珞丹,,,,,,,,,,,,,,,
我们俩,郭顶,,,,,,,,,,,,,,,
我想爱,魏晨,,,,,,,,,,,,,,,
我最宅,"苍井空,果宝酱JAM",,,,,,,,,,,,,,,
我的城,常石磊,,,,,,,,,,,,,,,
我相信,中国好声音学员,,,,,,,,,,,,,,,
打架舞,"周杰伦,柯有伦,宋健彰,黄俊郎",,,,,,,,,,,,,,,
找自己,木江子组合,,,,,,,,,,,,,,,
找自己,"李龙,MIC男团",,,,,,,,,,,,,,,
抱紧你,萧亚轩,,,,,,,,,,,,,,,
拆东墙,许嵩,,,,,,,,,,,,,,,
收留我,s.h.e,,,,,,,,,,,,,,,
斑马线,唐朝乐队,,,,,,,,,,,,,,,
斗零t,杨千,,,,,,,,,,,,,,,
新鲜爱,周楚霏,,,,,,,,,,,,,,,
方向？,陈妍希,,,,,,,,,,,,,,,
无名花,蹇红,,,,,,,,,,,,,,,
无？果,严艺丹,,,,,,,,,,,,,,,
旧时光,Sara,,,,,,,,,,,,,,,
早上好,牛奶咖啡,,,,,,,,,,,,,,,
星辰变,吴克群,,,,,,,,,,,,,,,
晚安曲,陈珊妮,,,,,,,,,,,,,,,
暖暖手,郭书瑶,,,,,,,,,,,,,,,
暖暖手,郭书瑶+井柏然,,,,,,,,,,,,,,,
有你在,吴建豪,,,,,,,,,,,,,,,
有我在,胡宇崴,,,,,,,,,,,,,,,
有时候,张靓颖,,,,,,,,,,,,,,,
望远方,陈柏宇,,,,,,,,,,,,,,,
梦缠绵,"庄心妍,冷漠",,,,,,,,,,,,,,,
比较爱,梁静茹,,,,,,,,,,,,,,,
毕业歌,BOBO,,,,,,,,,,,,,,,
没关系,吴克群,,,,,,,,,,,,,,,
没时间,牛奶咖啡,,,,,,,,,,,,,,,
流浪记,"张捷,李祥祥",,,,,,,,,,,,,,,
流浪记,"吉克隽逸,谢安琪",,,,,,,,,,,,,,,
滴滴滴,许哲佩,,,,,,,,,,,,,,,
漂流木,"谢沛恩,韦礼安",,,,,,,,,,,,,,,
漂流瓶,张靓颖,,,,,,,,,,,,,,,
燕儿飞,"宋小宝,王一[",,,,,,,,,,,,,,,
爱作战,何韵诗,,,,,,,,,,,,,,,
爱别离,刘惜君,,,,,,,,,,,,,,,
爱如电,谭晶,,,,,,,,,,,,,,,
爱引力,唐嫣,,,,,,,,,,,,,,,
爱很美,sara,,,,,,,,,,,,,,,
爱很美,sara 刘佳,,,,,,,,,,,,,,,
爱最大,"谢霆锋,廿四味",,,,,,,,,,,,,,,
爱极限,许慧欣,,,,,,,,,,,,,,,
